id,verbatimDate,date_conf,date_prob,date_agree,date_valid,verbatimLocality,loc_conf,loc_prob,loc_agree,loc_valid,ocr,n_queries,error
1705435,27.5.02,0.8025890639384098,0.8025890639384098,3.0,1.0,KØBENHAVNS,0.3776677235596574,0.6539700840859869,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITEE
Sollind 27.5.02
Dania Coll. Victor Hansen
CDASSCO
1 cm
A
WHC
1785435",5,
1744708,16.6.1984,0.7915066349730409,0.7915066349730409,2.0,1.0,suiker strand,0.07942270215510498,0.16563650084484877,1.0,0.55,"STATENS
NATURHISTORISKE
MUSEUM
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C",5,
1707266,23.7.1998,0.8104936195300195,0.8104936195300195,3.0,1.0,COPENHAGEN,0.37724274696982096,0.6532341938871359,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGEN
UNIVERSITET
Dania coll. D. Mic. Hansen
23.7.1998
DasSCO
4 1 cm
MHD
1797286",5,
1707732,275,0.2813841736746134,0.6947757374681812,2.0,0.15,KØBENHAVNS,0.3725481761142025,0.64510506686442,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coq1.
275
Oluf Jacobson
DasSCO
1 cm
4
1090
1797732",5,
1706407,2007,0.49012274097022496,0.7155076510514232,2.0,0.55,KØBENHAVNS,0.3402963952267616,0.5892578272324877,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Amringlund (2001)
Coll.
A. West
DASSCO
cm
A
NMD
1706487",5,
1707492,21-6-7908,0.8230193790929102,0.8230193790929102,3.0,1.0,KØBENHAVNS,0.351387325304378,0.6084629009599619,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Trädgilde 8829
Coll. Schultz
21-6-7908
DasSCO
1 cm
4
NHD
179749",5,
1706769,1981975,0.25644839265985475,0.6332059078021105,2.0,0.15,geuze,0.03652843267949871,0.10232053971848377,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Egene 1981975
Stephenian
DASSCO
1 cm
4
NINO
1708769",5,
1706988,17/06/88,0.3783043385569584,0.5404347693670835,1.0,1.0,Lolland,0.6602128847120917,0.7376680276112756,3.0,0.85,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll. Fabrilius de Tengnagel
Lolland
DASSCO
1 cm
A
K
NORD
1760988",5,
1707847,1993,0.60987901448212,0.890334327711124,3.0,0.55,KØBENHAVNS,0.41778639526994743,0.7234396454890866,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
BILLEKATALOG
Coll.
DK - 1993
J. P. Johnson
BELÆGSEKS
DASSCO
6/2923000",5,
1706811,1968,0.527770126766831,0.7704673383457386,2.0,0.55,KØBENHAVNS,0.38394561463430266,0.6648408911416497,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
Dania: Jlland
UNIVERSITET
Ringkøbing: Vedersø Klit Strandopskyl 1/5/8 1968
ANODUS RUFIPES L. HEIGHTFOOT",5,
1705914,30-6-1972,0.7445133102083772,0.7445133102083772,3.0,1.0,KØBENHAVNS,0.3735173579012799,0.64678330372516,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Sanabjeng 30-6-1972
Coll. Schultz
DasSCO
cm
A
MHD
1785914",5,
1708046,3/1/92,0.40586086934273985,0.5798012419181998,1.0,1.0,KØBENHAVNS,0.28967773104038785,0.5016064606759963,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
legers/org day 22/3/92.8.
UNIVERSITET
Dr. H. Hansen
DasSCO
A 1cm
10
10
10
1",5,
1706310,9/6/99,0.58481761837163,0.58481761837163,2.0,1.0,KØBENHAVNS,0.35269244085664764,0.6107228413102125,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll.
26.99
Joha. Andersen
DasCo
1 cm
A
MHD
1786318",5,
1709011,2013,0.2401381126789515,0.5008094112178342,1.0,0.55,Lolland,0.5697754497895919,0.6366206142900469,3.0,0.85,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Coll. Fabricius de Tengnagel
Lolland
DasSCO
1 cm
4
NMC
1786911",5,
1709933,9.4.1884,0.8100401505359186,0.8100401505359186,3.0,1.0,KØBENHAVNS,0.3685184572440412,0.6381271986909806,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
V.K. Saly 9.4.1884
Aeterius
DasSCO
1 cm
10
10
10
10
10",5,
1743557,1993,0.5450754237737753,0.7957305456551463,2.0,0.55,KØBENHAVNS,0.38022034336875005,0.6583902049675326,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
BILLEKATALOG
Coll.
OK 1993
Schmidt
BELJEGSEKS
DosSCO
1 cm
4
NIPO
174355",5,
1743005,1990,0.584229708648094,0.8528900856176553,2.0,0.55,Dania,0.2095216307305168,0.3612441909146842,2.0,0.4,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Hammerstein IV. 6.-1990
Dania coll.
O. Mic. Hansen
DASSCO
1 cm
4
KODAK
KODAK",5,
1705495,2013,0.47640714306179444,0.6954848803821816,2.0,0.55,KØBENHAVNS,0.2923548330171934,0.5062421350947072,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
M
Dmeub
Dasco
1 cm
A
NORD
1765405",5,
1708876,26-10-1972,0.7789766923421254,0.7789766923421254,2.0,1.0,COPENHAGEN,0.448620712438679,0.7768324024912191,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
C",5,
1706389,1.7.2000,0.8533767960787783,0.8533767960787783,3.0,1.0,Dania,0.16598796533198634,0.4088373530344491,1.0,0.4,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Lordskovvej 1.7.2000
Dania coll. D. Mic. Hansen
DASSCO
cm
4
K
K
K
K
K",5,
1706354,2017,0.25618731065156913,0.534280105634138,1.0,0.55,KØBENHAVNS,0.35217928859952197,0.6098342659731982,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Max.
L.v.
DASSCO
1 cm
4
KRIP
1786354",5,
1708730,29.9.1984,0.668885385149869,0.668885385149869,2.0,1.0,KØBENHAVNS,0.45663480003309803,0.5534967273128462,2.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll.
5.19.97.10
Joha. Andersen
DasSCO
1 cm
4
NRHD
1788738",5,
1728563,2013,0.2525847807271219,0.526767008815687,1.0,0.55,KØBENHAVNS,0.3686625388440973,0.6383766906391296,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coj.
Olf. Jacobson
608.
DassCo
1 cm
MHD
1728563",5,
1705652,1883,0.3254983772350158,0.6788287325026398,1.0,0.55,KØBENHAVNE,0.3920235930202744,0.6788287325026398,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNE
UNIVERSITET
45/1883
Coll.
Johs. Andersen
DASSCO
1 cm
4
M90
170565",5,
1707536,2012,0.3599434990318728,0.5254649620903252,2.0,0.55,KØBENHAVNS,0.3713716091963209,0.6430677215520709,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coli,
392 Olf Jacobson
DasSCO
1 cm
1000
1707538",5,
1707973,1880,0.48740946203878255,0.7115466599106314,2.0,0.55,s. stellingues,0.047595097021102574,0.13331959949888678,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
Frelland.
17
18
19
18
18
18
18
18
18
18
18
18
18
18
18
1",5,
1708746,2013,0.23352872397419389,0.4870254931682876,1.0,0.55,copenhagen,0.2874245350233726,0.4977048225512946,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H",5,
1707717,1828,0.5898642219729187,0.8611156525152097,2.0,0.55,KØBENHAVNS,0.3525328787943517,0.6104465433668428,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
Cristis
UNIVERSITET
1828.
B2
Vormdrip 29-35-3344
Coll.
Schalir
DasSCO
1 cm",5,
1742786,2014,0.4599317334265138,0.6714331874839616,2.0,0.55,KØBENHAVNS,0.31596791772391564,0.5471305934613259,1.0,0.75,"STATENS
NATURHISTORISKE MUSEUM
KØBENHAVNS
UNIVERSITET
Mille
Droner
DASSCO
1 cm
4
NORD
1742786",5,
1707615,20.7.1985,0.7317923837817464,0.7317923837817464,2.0,1.0,KØBENHAVNS,0.37616486415062594,0.6513677301309541,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll.
30. May 20.7.1985
Johs. Andersen
DasSCO
1 cm
4
MOTO
1707015",5,
1706774,1968,0.4347682920505008,0.6346982365700742,2.0,0.55,KØBENHAVNS,0.27909807182235025,0.4832867044542862,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
•Trissvelde. nufips
Coll.
Scholz
98-6-1968
DASSCO
cm
A
10/10
1",5,
1708478,2013,0.45628790212233433,0.6661137257260354,2.0,0.55,KØBENHAVNS,0.33151670934722427,0.5740549079605616,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
A
Coll.
vergelmal
Olof Jacobson
DasSCO
1 cm
4
M090
1308479",5,
1707621,19.5.29,0.8297731146664976,0.8297731146664976,3.0,1.0,Dania,0.244231550360729,0.4210888799322914,2.0,0.4,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Franches 19.5.29
Dania Coll. Victor Hansen
DasSCO
1 cm
4
NHD
1787621",5,
1708973,2012,0.4127931759122766,0.6026177750544184,3.0,0.55,COPENHAGNS,0.21249366354290908,0.5952203460585689,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
2012
Tæringspass
750
Max.
Sverdkant
1.8m
DasSCO
1 cm
NPO
1708",5,
1743757,1930,0.5508047481815015,0.8040945228927029,3.0,0.55,KØBENHAVNS,0.34557351305808687,0.5983956936070769,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
Lango.
UNIVERSITET
1930.
364.
Coll.
Dr. K. Lamm
DasSCO
1 cm
4
MNC
17437",5,
1706130,17/09/13,0.4655105784219612,0.6650151120313732,1.0,1.0,KØBENHAVNS,0.3283782319492596,0.5686203150636531,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
11
11
1 cm
1 cm
DASSCO
1 cm
A
MHD
1700139",5,
1709922,2014,0.4938839708936427,0.7209984976549528,2.0,0.55,copenhagen,0.33364195651877204,0.5777349896428954,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll. Fabritius de Teijngnagel
Qoroup
DasSCO
1 cm
4
NHD
7788922",5,
1709338,19-9-1953,0.8511501230324781,0.8511501230324781,3.0,1.0,KØBENHAVNS,0.3731634583430543,0.6461704906373236,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Byre Garro 19-9-1953
Dania, Coll. F. Bangsholt
DasSCO
1 cm
4
NHNO
1766",5,
1707433,29 5-19,0.3433096671375744,0.8476781904631466,2.0,0.15,Str. n. f. Ran,0.26252437946231805,0.6466117720746751,1.0,0.4,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Coll.
Str. n. f. Ran., 29 5-19.
+
Rosenberg
DasSCO
1 cm
A
NHMD
1707",5,
1744572,23,0.21409393551015712,0.5286270012596472,2.0,0.15,copenhagen,0.2716441408162712,0.4703794646169199,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A",5,
1743797,25-09-12,0.4153221497331715,0.5933173567616736,1.0,1.0,P.JOHNSON,0.08402547412721782,0.2353654737457082,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Fissile Mørk
VOKSS 2130 95-4942 P.JOHNSON
DASSCO
1 cm
4
NORD
17",5,
1709425,27.iv.2022,0.7674046336145598,0.7674046336145598,2.0,1.0,DENMARK,0.5897887351702081,0.7148954365699492,2.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
A.
COPENHAGNS
JUS-DK22-1a
UNIVERSITET
Spacelabus.
horse and cow dung on
DENMARK: NEZ: Helsingør, Granne Veskilde, 5",5,
1705902,1929,0.5798615560331167,0.8465132204863017,2.0,0.55,KØBENHAVNS,0.3906644028768639,0.6764751564967341,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
Kirkeby 2/6 1929 Svendborg Amt Coll. Christiani
KØBENHAVNS
UNIVERSITET
K26 29
DasCo
cm
1
Heiko
170",5,
1744537,2017,0.47208594687277433,0.6891765647777727,2.0,0.55,COPENHAGNS,0.15225161947893076,0.42647512459084247,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Max.
SS
L.ex.
DASSCO
1 cm
A
MND
1744637",5,
1709220,28-7-1973,0.6363271135451676,0.6363271135451676,3.0,1.0,KØBENHAVNS,0.3254697205818994,0.5635839317435488,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll.
74 Østerhaven
P. Hoog
MOEG. 28-7-1973
DasSCO
1 cm
A
M990
1",5,
1708731,22.9.1884,0.7612839806676526,0.7612839806676526,3.0,1.0,KØBENHAVNS,0.37901450182362967,0.6563021676599649,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll.
22.9.1884
Jchs. Andersen
DasSCO
1 cm
4
4040
1780731",5,
1743586,2013,0.4867194479393932,0.7105393400575083,2.0,0.55,KØBENHAVNS,0.38657805091929515,0.669399222371074,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Col.
J. P. Johansen
DASSCO
1 cm
4
NPO
7743588",5,
1707808,2017,0.47356950651163704,0.6913423452724627,2.0,0.55,copenhagen,0.33442283771922665,0.5790871648817778,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
74
Mega
Lft.
DasSCO
1 cm
1
NORD
1707888",5,
1708004,2013,0.2658422934565699,0.5544156276466525,1.0,0.55,Lolland,0.6603756414914549,0.7378498787614021,3.0,0.85,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll. Fabritius de Tengnagel
Lolland
DasSCO
1 cm
4
NHD
1788004",5,
1707490,90-9-1972,0.76757630499722,0.76757630499722,3.0,1.0,KØBENHAVNS,0.3917397102586101,0.6783371606209699,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
1829
Sandbjerg
Coll.
Schultz
90-9-1972
DasSCO
cm
4
NHD
176749",5,
1743925,14.4.1973,0.8433651777779025,0.8433651777779025,3.0,1.0,"Dania, Ostjylland Kistrup svd. L. Vejle",0.4031846906253658,0.643550982642244,1.0,0.85,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Dania, Ostjylland Kistrup svd. L. Vejle 14.4.1973
Aphadius (Aphadius)
Fimelatus (",5,
1707457,1.11.1966,0.762199995249235,0.762199995249235,2.0,1.0,Dyrhaven,0.3334648573949588,0.5749394093016531,2.0,0.4,"STATENS
NATURHISTORISKE MUSEUM
COPENHAGNS
UNIVERSITET
Coll.
10.5-50.
Dyrhaven.
Johs. Petersen
Tlg.1.11.1966
DASSCO
1 cm
4",5,
1705691,2013,0.49085372941158356,0.7165747874621657,2.0,0.55,KØBENHAVNS,0.36206538735353705,0.6269530516944366,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Max.
80
Lmt.
DbassCo
A 11 cm
M90
1705691",5,
1709406,27-iv-2022,0.7020434684329204,0.7020434684329204,2.0,1.0,denmark,0.6115081733191382,0.7412220282656221,2.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
C. S. Braneholm et M. D. Dreby det. 2022
COPENHAGNS
UNIVERSITET
JJS.DK22-1a
Aphodius
horse and cow dung on",5,
1708473,2017,0.46622742236181125,0.6806239742508193,2.0,0.55,oluf jacobsen,0.18255012204775442,0.5113448796855866,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C",5,
1707979,2014,0.4969475404455418,0.7254708619642946,2.0,0.55,copenhagen,0.5543516340020362,0.6719413745479227,2.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
100
100
100
100
100
100
100
100
100
100
1",5,
1707115,2018,0.4859491358213956,0.7094147968195555,2.0,0.55,COPENHAGEN,0.315469979127766,0.5462683621260017,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGEN
UNIVERSITET
Coll.
TO DYKEHAVER DANMARK AWES EP 7-2018
• Hpeg
DasSCO
1 cm
3
4
NMO
1787",5,
1706764,13/8/1930,0.7796873056486749,0.7796873056486749,3.0,1.0,KØBENHAVNS,0.34077040976074485,0.5900786316203375,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
Fyll, delmated: 13/8/1930.
KØBENHAVNS
UNIVERSITET
951.
Coll.
Sv. K. LARSENS
DASSCO
1 cm",5,
1707247,2013,0.2784392891491496,0.5806867344090711,1.0,0.55,COPENHAGEN,0.3914871024359718,0.6778997444778734,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGEN
UNIVERSITET
Coll.
679
Olaf Jacobson
DasSCO
cm
7
MPD
1787247",5,
1744538,2017,0.433493411466492,0.6328370970313751,2.0,0.55,Lev,0.3101471937879421,0.6468137513825696,1.0,0.5499999999999999,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
53°
Man
+
Lev.
DasSCO
A 1 cm
HND
1744538",5,
1743973,1743973,0.27057571113979195,0.6680881756538074,2.0,0.15,KØBENHAVNS,0.33568579669746235,0.5812741068354327,1.0,0.75,"STATENS
NATURHISTORISKE MUSEUM
KØBENHAVNS
UNIVERSITET
Coll.
150
Olf Jacobsen
DASSCO
1 cm
4
NMC
1743973",5,
1708429,21.X 1976,0.7467431480111012,0.7467431480111012,3.0,1.0,COPENHAGEN,0.35828136503618657,0.6204006320972928,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGEN
Dania, Sjelland Råsnes, Kongsstrup 21.X 1976 Ole Martin leg.
UNIVERSITET
DASSCO
A 1 cm
NHD
17",5,
1707676,2013,0.44047058585574866,0.6430227530740856,2.0,0.55,KØBENHAVNS,0.37004463653508163,0.6407699333940808,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Miss Draken.
DasSCO
1 cm
4
MPD
1707676",5,
1706789,1.11.1966,0.7551259636687702,0.7551259636687702,2.0,1.0,KØBENHAVNS,0.41473438328243617,0.7181547762466427,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
Vaserne
UNIVERSITET
Coll.
26.5.1975 202
Johs. Petersen
Tlig.1.11.1966
DASS",5,
1708764,1788764,0.18844342967759417,0.6647034556528896,1.0,0.15,J. P. Johansen,0.34378860736000316,0.6740953085490258,2.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Coll.
J. P. Johansen
DasSCO
1 cm
A
MRID
1788764",5,
1706420,817/61871,0.2831495858321323,0.6991347798324254,2.0,0.15,COPENHAGNS,0.1334656041667502,0.37385323296008466,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
817/61871
Coll.
Ormening,
Schädte
Eland
Appendead
DasSCO
1 cm
4
MRN
1",5,
1743870,11-11-1966,0.7140195037542049,0.7140195037542049,2.0,1.0,unanswerable,0.163380837572261,0.4576494049643165,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Coll.
Johs. Petersen Tlg.1.11.1966
29-7 49. Asserbo
DASSCO
1 cm
4",5,
1710350,26-6-1956,0.8091145992974915,0.8091145992974915,3.0,1.0,COPENHAGNS,0.1654776905978423,0.46352294285109885,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Nekola S.
Dania coll.
26-6-1956
Hans Gørget
Gørget, ældre
Das&Co
1 cm
M5",5,
1706089,2016,0.38877668642092994,0.5675572064539123,2.0,0.55,KØBENHAVNS,0.3642556645866982,0.6307457395440663,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
Coll.
Schiotte
White Bird
DasSCO
1 cm
A
NHD
1796089",5,
1709876,1/11/2070,0.3492062437777879,0.49886606253969706,1.0,1.0,KØBENHAVNS,0.28272580448016627,0.48956849260634855,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
1747-1870
Coll.
Prickling's
Schiootte
Peppermint
DasSCO
1 cm
4
K
0000",5,
1705615,23-6-1981,0.7126464860531342,0.7126464860531342,3.0,1.0,Dania Midtjylland,0.4169493277340889,0.6655216723608761,1.0,0.85,"STATENS
NATURHISTORISKE
MUSEUM
KØBENHAVNS
UNIVERSITET
erraticus
Dania Midtjylland
Dania col.
L.
Galgehal, Hjørbek 23-6-1981 H. Langet",5,
1707975,1787975,0.3112323632673287,0.7684749710304414,2.0,0.15,danmark,0.1444481382278948,0.25012664628206893,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.
A.",5,
1710338,23-6-1961,0.7551631727878925,0.7551631727878925,3.0,1.0,Dania Midtjylland,0.45162234755783787,0.5046059749249585,2.0,0.85,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Dania Midtjylland
Dania coll. Hans Gøngei
Qalgbæk, Kjermæk 23-6-1961
DassCo",5,
1708424,10-9-1970,0.8477335504373819,0.8477335504373819,2.0,1.0,COPENHAGEN,0.4367897105424543,0.7563458191211331,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
COPENHAGEN
C",5,
1709166,2014,0.46038352312533987,0.6720927344895472,2.0,0.55,danmark,0.19754563993510368,0.34207037218199776,1.0,0.75,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Coll.
368
Clif Jacobson
DasSCO
1 cm
4
K
K
K
K
K
K
K
K
K
K
K",5,
1728573,2013,0.29029485958259854,0.6054115945413943,1.0,0.55,unanswerable,0.1809193472251805,0.5067768829836988,1.0,0.3,"STATENS
NATURHISTORISKE
MUSEUM
COPENHAGNS
UNIVERSITET
Coll.
608.
Olof Jacobson
DassCo
cm
RWD
1728573",5,
